Years,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,Final
216: RETAIL PRICE,0.1246,0.127713,0.130976,0.134409,0.138045,0.141824,0.145681,0.149558,0.153417,0.157164,0.160793,0.164346,0.167869,0.171358,0.174819,0.178255,0.181669,0.185063,0.188437,0.191806,0.195176,0.198544,0.20191,0.205275,0.208636,0.211994,0.215346,0.218693,0.222036,0.225375,0.22871,0.232045,0.23538,0.238717,0.242054,0.245391
217: RETAIL PRICE,0.1246,0.127729,0.13134,0.135909,0.141057,0.145672,0.149726,0.153484,0.157101,0.160676,0.164205,0.167718,0.171228,0.174731,0.178227,0.181717,0.185201,0.188681,0.192158,0.195635,0.19911,0.202582,0.206051,0.209517,0.21298,0.216439,0.219896,0.223349,0.2268,0.230249,0.233695,0.237139,0.240581,0.24402,0.247458,0.250894
218: RETAIL PRICE,0.1246,0.129722,0.135336,0.14012,0.144096,0.147761,0.151334,0.154862,0.158359,0.161855,0.165347,0.168835,0.172318,0.175791,0.179259,0.182725,0.186188,0.189648,0.193105,0.19656,0.200012,0.203462,0.206909,0.210352,0.213793,0.217231,0.220667,0.224101,0.227533,0.230964,0.234392,0.23782,0.241246,0.244672,0.248096,0.25152
219: RETAIL PRICE,0.1246,0.127729,0.13134,0.135909,0.141057,0.145672,0.149726,0.153484,0.157101,0.160676,0.164205,0.167718,0.171228,0.174731,0.178227,0.181717,0.185201,0.188681,0.192158,0.195622,0.199054,0.202463,0.205855,0.209229,0.212584,0.215919,0.219233,0.222529,0.225815,0.22909,0.232353,0.235603,0.238846,0.242082,0.245312,0.248535
220: RETAIL PRICE,0.1246,0.129722,0.135336,0.14012,0.144096,0.147761,0.151334,0.154862,0.158359,0.161855,0.165347,0.168835,0.172318,0.175791,0.179259,0.182725,0.186188,0.189648,0.193105,0.196541,0.199944,0.203325,0.206688,0.210033,0.21336,0.216668,0.219955,0.223227,0.22649,0.229743,0.232984,0.236215,0.239439,0.242658,0.245871,0.249078
221: RETAIL PRICE,0.1246,0.127729,0.13134,0.135909,0.141057,0.145672,0.149726,0.153484,0.157101,0.160676,0.164205,0.167718,0.171228,0.174731,0.178227,0.181717,0.185201,0.188681,0.192158,0.195635,0.19911,0.202582,0.206051,0.209517,0.21298,0.216439,0.219896,0.223349,0.2268,0.230249,0.233695,0.237139,0.240581,0.24402,0.247458,0.250894
222: RETAIL PRICE,0.1246,0.129722,0.135336,0.14012,0.144096,0.147761,0.151334,0.154862,0.158359,0.161855,0.165347,0.168835,0.172318,0.175791,0.179259,0.182725,0.186188,0.189648,0.193105,0.19656,0.200012,0.203462,0.206909,0.210352,0.213793,0.217231,0.220667,0.224101,0.227533,0.230964,0.234392,0.23782,0.241246,0.244672,0.248096,0.25152
223: RETAIL PRICE,0.1246,0.127729,0.13134,0.135909,0.141057,0.145672,0.149726,0.153484,0.157101,0.160676,0.164205,0.167718,0.171228,0.174731,0.178227,0.181717,0.185201,0.188681,0.192158,0.195622,0.199054,0.202463,0.205855,0.209228,0.212582,0.215915,0.219225,0.222517,0.225796,0.229063,0.232314,0.235551,0.238777,0.241995,0.245204,0.248404
224: RETAIL PRICE,0.1246,0.129722,0.135336,0.14012,0.144096,0.147761,0.151334,0.154862,0.158359,0.161855,0.165347,0.168835,0.172318,0.175791,0.179259,0.182725,0.186188,0.189648,0.193105,0.196541,0.199944,0.203325,0.206688,0.210032,0.213358,0.216664,0.219948,0.223215,0.226471,0.229716,0.232947,0.236164,0.239373,0.242574,0.245768,0.248953
225: RETAIL PRICE,0.1246,0.130437,0.136477,0.142896,0.149809,0.157332,0.165352,0.173777,0.182602,0.191731,0.20105,0.210359,0.219613,0.228844,0.238158,0.247547,0.256998,0.26649,0.276011,0.285559,0.295139,0.30479,0.314518,0.324314,0.334165,0.344059,0.353981,0.363917,0.373872,0.383828,0.393783,0.403736,0.41368,0.423609,0.433511,0.443379
226: RETAIL PRICE,0.1246,0.13093,0.137626,0.144839,0.152516,0.16061,0.169084,0.177848,0.186793,0.195734,0.204639,0.213608,0.222669,0.231804,0.241014,0.250294,0.259621,0.268983,0.278421,0.287952,0.297576,0.307279,0.317051,0.326881,0.336755,0.346658,0.35658,0.366539,0.376536,0.386549,0.396564,0.406569,0.416558,0.426523,0.436455,0.446344
227: RETAIL PRICE,0.1246,0.130437,0.136477,0.142896,0.149809,0.157332,0.165352,0.173777,0.182602,0.191731,0.20105,0.210359,0.219609,0.228811,0.238062,0.247366,0.256716,0.266104,0.275519,0.284942,0.294364,0.303835,0.313361,0.322926,0.332515,0.342119,0.351725,0.361324,0.370904,0.380454,0.389979,0.399478,0.408942,0.418364,0.427734,0.437043
228: RETAIL PRICE,0.1246,0.13093,0.137626,0.144839,0.152516,0.16061,0.169084,0.177848,0.186793,0.195734,0.204639,0.213608,0.222662,0.231757,0.240898,0.250084,0.259306,0.268563,0.27789,0.287289,0.296745,0.306261,0.31582,0.325407,0.335008,0.344611,0.354211,0.363818,0.373427,0.383025,0.3926,0.402139,0.411636,0.421084,0.430472,0.43979
229: RETAIL PRICE,0.1246,0.130437,0.136477,0.142896,0.149809,0.157332,0.165352,0.173777,0.182602,0.191731,0.20105,0.210359,0.219613,0.228844,0.238158,0.247547,0.256998,0.26649,0.276007,0.28554,0.295097,0.304712,0.31439,0.32412,0.333882,0.343664,0.353454,0.363231,0.372994,0.382716,0.392389,0.401995,0.411519,0.420942,0.430241,0.439392
230: RETAIL PRICE,0.1246,0.13093,0.137626,0.144839,0.152516,0.16061,0.169084,0.177848,0.186793,0.195734,0.204639,0.213608,0.222669,0.231804,0.241014,0.250294,0.259621,0.268983,0.278423,0.28796,0.297591,0.307295,0.317058,0.326866,0.336696,0.346531,0.356369,0.366214,0.376063,0.385881,0.395641,0.40532,0.414904,0.424373,0.433703,0.442869
231: RETAIL PRICE,0.1246,0.130437,0.136477,0.142896,0.149809,0.157332,0.165352,0.173777,0.182602,0.191731,0.20105,0.210359,0.219609,0.22881,0.238055,0.247345,0.25667,0.266024,0.275389,0.284744,0.294075,0.30343,0.312813,0.322196,0.331561,0.340888,0.350164,0.359365,0.368471,0.377456,0.386313,0.395016,0.403541,0.411861,0.419944,0.427756
232: RETAIL PRICE,0.1246,0.13093,0.137626,0.144839,0.152516,0.16061,0.169084,0.177848,0.186793,0.195734,0.204639,0.213608,0.222662,0.231756,0.240889,0.250061,0.259258,0.26848,0.277765,0.287114,0.296509,0.305946,0.315399,0.324845,0.334262,0.343628,0.35294,0.36219,0.37136,0.380423,0.389346,0.398098,0.406655,0.41499,0.423071,0.430863
233: RETAIL PRICE,0.1246,0.130979,0.138298,0.147332,0.157459,0.166968,0.175979,0.184747,0.193572,0.20249,0.2115,0.220659,0.229958,0.23938,0.248923,0.258528,0.268079,0.277584,0.287064,0.296527,0.305942,0.315298,0.324571,0.333731,0.342745,0.351568,0.360163,0.368578,0.376809,0.384795,0.392511,0.399946,0.407115,0.414043,0.420739,0.427206
234: RETAIL PRICE,0.1246,0.133262,0.143169,0.152495,0.161135,0.169587,0.178111,0.186737,0.195487,0.204398,0.213454,0.222649,0.231972,0.241415,0.250981,0.26059,0.270129,0.279617,0.289081,0.298522,0.307902,0.317214,0.326433,0.335529,0.344472,0.35321,0.361727,0.370072,0.378219,0.386127,0.393788,0.401192,0.408353,0.415278,0.421968,0.428425
235: RETAIL PRICE,0.1246,0.130979,0.138298,0.147332,0.157459,0.166968,0.175979,0.184747,0.193572,0.20249,0.2115,0.220659,0.229836,0.238946,0.248041,0.257113,0.266152,0.275143,0.284044,0.292774,0.301345,0.309783,0.318036,0.326089,0.333924,0.341522,0.348867,0.355954,0.362796,0.369385,0.375706,0.381756,0.387554,0.393122,0.398481,0.403642
236: RETAIL PRICE,0.1246,0.133262,0.143169,0.152495,0.161135,0.169587,0.178111,0.186737,0.195487,0.204398,0.213454,0.222646,0.231819,0.240919,0.250014,0.259082,0.268108,0.277072,0.285932,0.294605,0.303123,0.311487,0.319659,0.327625,0.335368,0.342871,0.35012,0.35711,0.363857,0.370355,0.376604,0.382607,0.388381,0.393942,0.399295,0.404447
237: RETAIL PRICE,0.1246,0.130979,0.138298,0.147332,0.157459,0.166968,0.175979,0.184747,0.193572,0.20249,0.2115,0.220659,0.229958,0.23938,0.248923,0.258528,0.268078,0.277577,0.287039,0.29647,0.305831,0.315107,0.324273,0.333288,0.342113,0.350698,0.358989,0.367017,0.374787,0.382222,0.38927,0.395907,0.402137,0.407979,0.413428,0.418475
238: RETAIL PRICE,0.1246,0.133262,0.143169,0.152495,0.161135,0.169587,0.178111,0.186737,0.195487,0.204398,0.213454,0.222649,0.231972,0.241415,0.250981,0.26059,0.270127,0.27961,0.289061,0.298475,0.307808,0.317052,0.326171,0.335132,0.343895,0.352401,0.360617,0.368581,0.376275,0.38364,0.390642,0.397256,0.403484,0.409324,0.414765,0.419798
239: RETAIL PRICE,0.1246,0.130979,0.138298,0.147332,0.157459,0.166968,0.175979,0.184747,0.193572,0.20249,0.2115,0.220659,0.229835,0.23894,0.248019,0.257058,0.266045,0.27496,0.283753,0.292334,0.3007,0.308876,0.316798,0.324433,0.331748,0.338707,0.345277,0.351434,0.357179,0.362486,0.367317,0.371652,0.375504,0.378887,0.381818,0.3843
240: RETAIL PRICE,0.1246,0.133262,0.143169,0.152495,0.161135,0.169587,0.178111,0.186737,0.195487,0.204398,0.213454,0.222646,0.231818,0.240914,0.249993,0.259032,0.268009,0.276903,0.285663,0.294196,0.302521,0.310636,0.318485,0.326041,0.333272,0.340141,0.346617,0.352677,0.358324,0.363539,0.3683,0.372586,0.376409,0.379777,0.382688,0.385144
241: RETAIL PRICE,0.1246,0.131382,0.138389,0.145816,0.153775,0.162392,0.171551,0.181157,0.191196,0.201561,0.212102,0.222617,0.23306,0.243496,0.254014,0.264586,0.275195,0.285841,0.296521,0.307227,0.317968,0.328785,0.33967,0.35061,0.361593,0.372614,0.383649,0.394683,0.405709,0.416736,0.427761,0.438774,0.449768,0.460732,0.471657,0.482532
242: RETAIL PRICE,0.1246,0.131889,0.139582,0.147826,0.156584,0.165809,0.175454,0.185419,0.195568,0.205706,0.215799,0.225965,0.236222,0.246551,0.25695,0.267391,0.277861,0.288377,0.298992,0.309703,0.3205,0.331365,0.342285,0.353241,0.36423,0.375245,0.386288,0.397355,0.408437,0.419525,0.430604,0.441663,0.452694,0.463688,0.474634,0.485521
243: RETAIL PRICE,0.1246,0.131382,0.138389,0.145816,0.153775,0.162392,0.171551,0.181157,0.191196,0.201561,0.212102,0.222617,0.233038,0.243423,0.253867,0.264357,0.274883,0.285435,0.295995,0.306557,0.317128,0.327749,0.338413,0.34911,0.359829,0.370552,0.381265,0.391957,0.402617,0.413253,0.423865,0.434439,0.444968,0.455443,0.465852,0.476185
244: RETAIL PRICE,0.1246,0.131889,0.139582,0.147826,0.156584,0.165809,0.175454,0.185419,0.195568,0.205706,0.215799,0.225964,0.236191,0.24646,0.25678,0.267136,0.277521,0.287936,0.298422,0.308983,0.3196,0.330261,0.340951,0.351658,0.362371,0.37308,0.383794,0.394508,0.405215,0.415904,0.42656,0.43717,0.447726,0.45822,0.468639,0.478972
245: RETAIL PRICE,0.1246,0.131382,0.138389,0.145816,0.153775,0.162392,0.171551,0.181157,0.191196,0.201561,0.212102,0.222617,0.23306,0.243496,0.254014,0.264586,0.275192,0.285829,0.296493,0.307171,0.317869,0.328628,0.339435,0.350282,0.361157,0.372046,0.382912,0.393732,0.40449,0.415192,0.425815,0.436332,0.446722,0.45696,0.467014,0.47685
246: RETAIL PRICE,0.1246,0.131889,0.139582,0.147826,0.156584,0.165809,0.175454,0.185419,0.195568,0.205706,0.215799,0.225965,0.236222,0.246551,0.25695,0.26739,0.277861,0.288382,0.299007,0.309726,0.320527,0.331385,0.34228,0.353191,0.364107,0.375031,0.385949,0.396842,0.407694,0.418482,0.429179,0.439755,0.450187,0.460448,0.470507,0.480331
247: RETAIL PRICE,0.1246,0.131382,0.138389,0.145816,0.153775,0.162392,0.171551,0.181157,0.191196,0.201561,0.212102,0.222617,0.233037,0.243417,0.25385,0.264317,0.274809,0.285313,0.295809,0.306284,0.316741,0.327216,0.337694,0.348165,0.358611,0.369001,0.379304,0.389492,0.399544,0.409458,0.419198,0.428727,0.438011,0.447016,0.455699,0.464011
248: RETAIL PRICE,0.1246,0.131889,0.139582,0.147826,0.156584,0.165809,0.175454,0.185419,0.195568,0.205706,0.215799,0.225964,0.23619,0.246454,0.256761,0.267094,0.277448,0.287829,0.298277,0.308787,0.319335,0.329897,0.340451,0.350974,0.361444,0.371855,0.382198,0.392444,0.402572,0.41255,0.422338,0.431897,0.441194,0.450189,0.45884,0.467097
249: RETAIL PRICE,0.1246,0.131951,0.140333,0.150611,0.162048,0.172772,0.182981,0.192951,0.202993,0.213126,0.223359,0.233749,0.24428,0.254935,0.265647,0.276278,0.286879,0.297501,0.308111,0.318664,0.32912,0.339458,0.349633,0.359643,0.369507,0.37915,0.388544,0.397678,0.406559,0.415173,0.423502,0.431544,0.439336,0.446887,0.454201,0.461281
250: RETAIL PRICE,0.1246,0.134281,0.145373,0.1559,0.165739,0.175388,0.185116,0.194947,0.204909,0.215037,0.225314,0.235731,0.246277,0.256946,0.267652,0.278275,0.28887,0.29948,0.310062,0.320575,0.330978,0.341247,0.351341,0.361279,0.371061,0.380616,0.389922,0.398967,0.407772,0.416341,0.424652,0.432697,0.440489,0.448038,0.455345,0.462415
251: RETAIL PRICE,0.1246,0.131951,0.140333,0.150611,0.162048,0.172772,0.182981,0.192951,0.202993,0.213126,0.223359,0.233704,0.243984,0.254259,0.264526,0.274741,0.284882,0.294922,0.304848,0.314624,0.324195,0.333568,0.342735,0.351684,0.360397,0.368856,0.377047,0.384966,0.392628,0.400027,0.407152,0.414004,0.42062,0.427026,0.433228,0.439235
252: RETAIL PRICE,0.1246,0.134281,0.145373,0.1559,0.165739,0.175388,0.185116,0.194947,0.204909,0.215037,0.225314,0.235671,0.245939,0.256207,0.266464,0.276666,0.28678,0.296775,0.306658,0.316368,0.325862,0.335149,0.344224,0.353075,0.361688,0.370046,0.378137,0.38596,0.393532,0.400869,0.40796,0.414804,0.42142,0.427822,0.434017,0.440015
253: RETAIL PRICE,0.1246,0.131951,0.140333,0.150611,0.162048,0.172772,0.182981,0.192951,0.202993,0.213126,0.223359,0.233749,0.24428,0.254935,0.265647,0.276275,0.286864,0.297463,0.308034,0.318525,0.328888,0.339095,0.349101,0.358887,0.368465,0.377746,0.38668,0.39524,0.403416,0.411178,0.418484,0.425314,0.431688,0.437601,0.443041,0.447995
254: RETAIL PRICE,0.1246,0.134281,0.145373,0.1559,0.165739,0.175388,0.185116,0.194947,0.204909,0.215037,0.225314,0.235731,0.246277,0.256946,0.267652,0.278272,0.288858,0.299451,0.310002,0.320463,0.330783,0.340934,0.350867,0.360588,0.370091,0.379288,0.388136,0.39661,0.404722,0.41245,0.419748,0.426585,0.432961,0.438868,0.444294,0.449227
255: RETAIL PRICE,0.1246,0.131951,0.140333,0.150611,0.162048,0.172772,0.182981,0.192951,0.202993,0.213126,0.223359,0.233704,0.24398,0.254241,0.26448,0.274647,0.284713,0.294648,0.304426,0.314,0.323297,0.33231,0.341017,0.349387,0.357381,0.364957,0.372075,0.378708,0.384851,0.390476,0.395541,0.400026,0.40396,0.407353,0.410202,0.412508
256: RETAIL PRICE,0.1246,0.134281,0.145373,0.1559,0.165739,0.175388,0.185116,0.194947,0.204909,0.215037,0.225314,0.235671,0.245935,0.256191,0.266423,0.27658,0.286627,0.296526,0.306273,0.315793,0.325024,0.333962,0.342585,0.350862,0.358759,0.366234,0.373251,0.379782,0.385837,0.391401,0.396432,0.400905,0.404824,0.408196,0.411016,0.413286
257: RETAIL PRICE,0.1246,0.126328,0.128212,0.130351,0.132693,0.135294,0.138109,0.141076,0.144208,0.147505,0.150947,0.154544,0.158284,0.162136,0.16611,0.170191,0.174367,0.178638,0.183004,0.187468,0.192027,0.196669,0.201382,0.206157,0.210987,0.215861,0.220784,0.225752,0.23076,0.235858,0.241058,0.246361,0.251768,0.257285,0.262919,0.268681
258: RETAIL PRICE,0.1246,0.126771,0.129105,0.131623,0.134368,0.137309,0.140412,0.143678,0.147116,0.150725,0.154481,0.158393,0.162443,0.166599,0.170864,0.175207,0.179628,0.184134,0.188721,0.193383,0.198146,0.203019,0.20799,0.213042,0.218175,0.223393,0.228688,0.234062,0.239522,0.245095,0.250769,0.256543,0.262436,0.268485,0.27471,0.281133
259: RETAIL PRICE,0.1246,0.126328,0.128212,0.130351,0.132693,0.135294,0.138109,0.141076,0.144208,0.147505,0.150947,0.154544,0.158267,0.162077,0.165993,0.170009,0.174122,0.178327,0.182616,0.186983,0.191435,0.195956,0.200537,0.20517,0.20985,0.214571,0.219331,0.224127,0.228957,0.23386,0.23886,0.243962,0.249169,0.254487,0.259922,0.265487
260: RETAIL PRICE,0.1246,0.126771,0.129105,0.131623,0.134368,0.137309,0.140412,0.143678,0.147116,0.150725,0.154481,0.158389,0.162404,0.166503,0.170696,0.174972,0.179323,0.183746,0.188232,0.192782,0.197411,0.202137,0.206951,0.211842,0.216807,0.221844,0.226953,0.232138,0.237405,0.242777,0.248258,0.253839,0.259536,0.265382,0.271406,0.277634
261: RETAIL PRICE,0.1246,0.126328,0.128212,0.130351,0.132693,0.135294,0.138109,0.141076,0.144208,0.147505,0.150947,0.154544,0.158284,0.162136,0.16611,0.170191,0.174366,0.178634,0.182992,0.187444,0.191985,0.196605,0.201293,0.20604,0.210841,0.21569,0.220594,0.225555,0.230608,0.236063,0.242056,0.248699,0.256136,0.264625,0.274606,0.286118
262: RETAIL PRICE,0.1246,0.126771,0.129105,0.131623,0.134368,0.137309,0.140412,0.143678,0.147116,0.150725,0.154481,0.158393,0.162443,0.166599,0.170864,0.175206,0.179624,0.184122,0.188698,0.193343,0.198192,0.203376,0.208903,0.214793,0.221116,0.22796,0.235449,0.243838,0.253532,0.262602,0.266344,0.270067,0.273762,0.277427,0.281052,0.284628
263: RETAIL PRICE,0.1246,0.126328,0.128212,0.130351,0.132693,0.135294,0.138109,0.141076,0.144208,0.147505,0.150947,0.154544,0.158266,0.162074,0.165983,0.169986,0.17408,0.17826,0.182517,0.186843,0.191248,0.195715,0.200236,0.204804,0.209416,0.214068,0.218761,0.2235,0.228289,0.233357,0.238945,0.245198,0.252305,0.260605,0.270767,0.276955
264: RETAIL PRICE,0.1246,0.126771,0.129105,0.131623,0.134368,0.137309,0.140412,0.143678,0.147116,0.150725,0.154481,0.158389,0.162403,0.166497,0.17068,0.174939,0.179267,0.18366,0.188108,0.192615,0.197274,0.202243,0.207527,0.213157,0.219188,0.225711,0.23287,0.24089,0.250287,0.258372,0.261491,0.264564,0.267524,0.270353,0.273026,0.275511
265: RETAIL PRICE,0.1246,0.126821,0.129719,0.13412,0.139904,0.146653,0.153727,0.160883,0.16792,0.174639,0.180884,0.186563,0.19149,0.195915,0.199929,0.203593,0.206984,0.210164,0.213162,0.216023,0.218741,0.221371,0.22394,0.226455,0.228917,0.231337,0.233708,0.236016,0.238272,0.24047,0.242577,0.244589,0.246528,0.248407,0.250228,0.251988
266: RETAIL PRICE,0.1246,0.128868,0.134416,0.140908,0.147854,0.154991,0.161972,0.16859,0.174749,0.18041,0.18559,0.190182,0.194243,0.197985,0.201462,0.204693,0.207768,0.210728,0.213601,0.216404,0.219108,0.221729,0.224296,0.226822,0.229303,0.231727,0.234086,0.236378,0.238627,0.240822,0.242942,0.244975,0.246939,0.248848,0.2507,0.252495
267: RETAIL PRICE,0.1246,0.126821,0.129719,0.13412,0.139904,0.146653,0.153727,0.160883,0.16792,0.174607,0.180521,0.185736,0.190246,0.194116,0.197507,0.200461,0.203099,0.205511,0.207699,0.209657,0.211431,0.213087,0.214651,0.216139,0.217551,0.218875,0.2201,0.221226,0.222278,0.223248,0.224114,0.224865,0.225527,0.226119,0.226654,0.227135
268: RETAIL PRICE,0.1246,0.128868,0.134416,0.140908,0.147854,0.154991,0.161972,0.16859,0.174749,0.180239,0.18498,0.189135,0.192729,0.19589,0.198717,0.201203,0.203475,0.205636,0.207677,0.209572,0.211331,0.212986,0.214558,0.216063,0.2175,0.218853,0.220113,0.22128,0.222379,0.223404,0.224329,0.225146,0.225881,0.226554,0.22717,0.227733
269: RETAIL PRICE,0.1246,0.126821,0.129719,0.13412,0.139904,0.146653,0.153727,0.160883,0.16792,0.174639,0.180884,0.186563,0.191484,0.195894,0.199881,0.203509,0.206853,0.20996,0.21284,0.21552,0.217981,0.220271,0.222409,0.224416,0.226284,0.227988,0.229524,0.23089,0.232091,0.233094,0.233855,0.234345,0.234585,0.234599,0.23439,0.23397
270: RETAIL PRICE,0.1246,0.128868,0.134416,0.140908,0.147854,0.154991,0.161972,0.16859,0.174749,0.18041,0.18559,0.190181,0.194235,0.19796,0.201411,0.20466,0.207849,0.210798,0.21355,0.216191,0.21867,0.221008,0.223237,0.225359,0.227359,0.229211,0.230891,0.232386,0.233717,0.234859,0.235766,0.23641,0.23681,0.236982,0.236927,0.236651
271: RETAIL PRICE,0.1246,0.126821,0.129719,0.13412,0.139904,0.146653,0.153727,0.160883,0.16792,0.174607,0.180517,0.185715,0.190189,0.194005,0.19732,0.200159,0.202616,0.204698,0.20638,0.207669,0.208609,0.209283,0.209715,0.209899,0.209815,0.209433,0.208726,0.207688,0.206381,0.204816,0.202975,0.200887,0.198687,0.196436,0.194116,0.191911
272: RETAIL PRICE,0.1246,0.128868,0.134416,0.140908,0.147854,0.154991,0.161972,0.16859,0.174749,0.180239,0.184973,0.189108,0.192664,0.195768,0.198506,0.200831,0.202886,0.20475,0.206351,0.207682,0.208737,0.209532,0.210094,0.210423,0.210495,0.210276,0.209738,0.208875,0.20774,0.206339,0.204642,0.202667,0.200532,0.198353,0.196085,0.193807
273: RETAIL PRICE,0.1246,0.127275,0.130136,0.133295,0.136689,0.140412,0.144404,0.148615,0.153064,0.157755,0.162668,0.167818,0.173191,0.17874,0.184467,0.190378,0.196471,0.202753,0.209219,0.215879,0.222748,0.229789,0.237019,0.244493,0.252225,0.260227,0.268526,0.27715,0.28617,0.295625,0.305584,0.316182,0.327558,0.33989,0.353427,0.36852
274: RETAIL PRICE,0.1246,0.127731,0.131068,0.134624,0.138474,0.142589,0.146937,0.151522,0.15636,0.161452,0.166773,0.172335,0.178114,0.18405,0.190166,0.196465,0.202942,0.209639,0.216565,0.223728,0.231144,0.238799,0.246709,0.254893,0.263362,0.272175,0.28139,0.291073,0.301308,0.3122,0.323894,0.336582,0.349645,0.35837,0.366961,0.375861
275: RETAIL PRICE,0.1246,0.127275,0.130136,0.133295,0.136689,0.140412,0.144404,0.148615,0.153064,0.157755,0.162668,0.1678,0.173133,0.178638,0.184321,0.190174,0.196202,0.202412,0.208804,0.215389,0.222186,0.229168,0.236347,0.243786,0.251505,0.259524,0.267876,0.276602,0.28578,0.295477,0.305781,0.316869,0.328934,0.34224,0.357169,0.374299
276: RETAIL PRICE,0.1246,0.127731,0.131068,0.134624,0.138474,0.142589,0.146937,0.151522,0.15636,0.161452,0.166771,0.172301,0.17803,0.183921,0.189981,0.196213,0.202614,0.209232,0.216081,0.223171,0.230525,0.238136,0.24602,0.254207,0.262714,0.271608,0.280962,0.290863,0.301417,0.312771,0.325123,0.338755,0.351562,0.360519,0.369638,0.379179
277: RETAIL PRICE,0.1246,0.127275,0.130136,0.133295,0.136689,0.140412,0.144404,0.148615,0.153064,0.157755,0.162668,0.167818,0.173191,0.17874,0.184464,0.190368,0.19645,0.202719,0.209175,0.215836,0.222729,0.22983,0.237315,0.245538,0.254679,0.264997,0.276967,0.291583,0.310594,0.329814,0.337067,0.345859,0.355322,0.365696,0.377343,0.390931
278: RETAIL PRICE,0.1246,0.127731,0.131068,0.134624,0.138474,0.142589,0.146937,0.151522,0.15636,0.161452,0.166773,0.172335,0.178114,0.184049,0.19016,0.196449,0.202924,0.209803,0.217221,0.225304,0.234233,0.244165,0.255506,0.268736,0.285185,0.29956,0.306529,0.31381,0.321396,0.329351,0.337768,0.346773,0.356547,0.36741,0.379787,0.394446
279: RETAIL PRICE,0.1246,0.127275,0.130136,0.133295,0.136689,0.140412,0.144404,0.148615,0.153064,0.157755,0.162668,0.167799,0.173127,0.178623,0.184291,0.190124,0.19613,0.202322,0.208705,0.215301,0.222148,0.229245,0.236757,0.245099,0.254533,0.265456,0.278641,0.295848,0.321099,0.331032,0.340506,0.351068,0.363277,0.378216,0.397966,0.42807
280: RETAIL PRICE,0.1246,0.127731,0.131068,0.134624,0.138474,0.142589,0.146937,0.151522,0.15636,0.161452,0.166771,0.172299,0.178021,0.183901,0.189944,0.196157,0.202551,0.209341,0.216677,0.224698,0.233614,0.243625,0.255228,0.269102,0.28708,0.30015,0.306947,0.314669,0.32289,0.33176,0.34152,0.352572,0.365636,0.381988,0.404639,0.44267
281: RETAIL PRICE,0.1246,0.127801,0.131805,0.137598,0.145089,0.153698,0.162848,0.172232,0.181577,0.190612,0.199007,0.206672,0.213736,0.22027,0.226454,0.232393,0.238183,0.24394,0.249791,0.255785,0.261954,0.268397,0.275208,0.282478,0.290319,0.298862,0.308275,0.318796,0.330748,0.344624,0.3612,0.381795,0.408851,0.447234,0.509763,0.647878
282: RETAIL PRICE,0.1246,0.1299,0.13673,0.14475,0.153482,0.162617,0.171734,0.180546,0.188899,0.196705,0.203784,0.210338,0.216554,0.222481,0.228124,0.233544,0.238939,0.24444,0.250113,0.255993,0.262113,0.268546,0.275376,0.282672,0.290529,0.299075,0.308482,0.318987,0.330919,0.344768,0.361306,0.381901,0.408876,0.447095,0.509251,0.645918
283: RETAIL PRICE,0.1246,0.127801,0.131805,0.137598,0.145089,0.153698,0.162848,0.172232,0.181556,0.19032,0.198417,0.205771,0.212468,0.218662,0.224534,0.230227,0.235803,0.24134,0.247019,0.252915,0.259102,0.265702,0.27284,0.280677,0.289395,0.299212,0.310492,0.323765,0.339866,0.360243,0.387878,0.429202,0.503662,0.72851,7.625398,8.428179
284: RETAIL PRICE,0.1246,0.1299,0.13673,0.14475,0.153482,0.162617,0.171734,0.180546,0.188774,0.196247,0.203062,0.209281,0.215118,0.220692,0.226002,0.231125,0.236259,0.241563,0.247104,0.252937,0.25911,0.265737,0.272928,0.280807,0.289549,0.299399,0.310714,0.324028,0.340185,0.360691,0.388517,0.430195,0.505733,0.738902,8.582774,9.488837
285: RETAIL PRICE,0.1246,0.127801,0.131805,0.137598,0.145089,0.153698,0.162848,0.172232,0.181577,0.190612,0.199007,0.206664,0.213725,0.220279,0.22653,0.232587,0.238385,0.244014,0.249707,0.255547,0.261587,0.26798,0.274842,0.282369,0.290854,0.300817,0.313328,0.330946,0.362452,0.495794,5.199942,6.098314,7.005877,7.922472,8.848109,9.78284
286: RETAIL PRICE,0.1246,0.1299,0.13673,0.14475,0.153482,0.162617,0.171734,0.180546,0.188899,0.196705,0.203782,0.210375,0.217055,0.223285,0.228622,0.233858,0.239141,0.244542,0.250121,0.255892,0.261899,0.268254,0.275085,0.28257,0.290994,0.300858,0.313168,0.330318,0.360267,0.470366,6.904786,8.109266,9.325775,10.554378,11.795164,13.048225
287: RETAIL PRICE,0.1246,0.127801,0.131805,0.137598,0.145089,0.153698,0.162848,0.172232,0.181556,0.190316,0.198399,0.205742,0.212455,0.218704,0.224707,0.230452,0.23552,0.240507,0.245737,0.25117,0.256923,0.263135,0.270079,0.278209,0.288493,0.303525,0.334849,1.488017,54.013115,69.037376,84.405488,100.126831,116.211117,132.668412,149.509148,166.744139
